X,Y,objectid,featuretype,description,class,name,operationalstatus,owner,generationtype,primaryfueltype,primarysubfueltype,generationmw,generatornumber,locality,state,spatialconfidence,revised,comment_,ga_guid,x_coordinate,y_coordinate
144.956949715,-37.806930811,428,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Queen Victoria Market Solar Array,Operational,Melbourne City Council,Solar Photovoltaic,Solar,Photovoltaic,0.25,1328,Melbourne,Victoria,5,2012/11/05 00:00:00+00,,{D3D2E8D6-3565-4D79-BD36-8C8C7110A772},144.95694972,-37.80693081
144.303245122,-36.674739206,429,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Bendigo Solar Park,Operational,Central Victoria Solar City Consortium,Solar Photovoltaic,Solar,Photovoltaic,0.3,,Huntly,Victoria,5,2012/11/05 00:00:00+00,,{75E67D01-BCFC-47CC-99FB-5AD9A04B8D50},144.30324512,-36.67473921
138.588200757,-34.945271723,430,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Adelaide Showgrounds,Operational,Adelaide Showgrounds,Solar Photovoltaic,Solar,Photovoltaic,1,,Wayville,South Australia,5,2012/11/05 00:00:00+00,12612 Panels on several of the showground building roofs,{F65B957E-3700-4532-AA56-3ECE40E6F799},138.58820076,-34.94527172
138.537063165,-34.9383041,431,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Adelaide Airport,Operational,Adelaide Airport Ltd,Solar Photovoltaic,Solar,Photovoltaic,0.11,,Adelaide Airport,South Australia,5,2016/04/29 00:00:00+00,"Panels on the roof of Terminal 1. Can't see them on imagery, too old",{576D6814-7FA4-4535-A73D-5E50E413DE62},138.53706317,-34.9383041
146.801061693,-19.307847857,432,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Townsville RSL Stadium Solar Array,Operational,Townsville RSL Stadium,Solar Photovoltaic,Solar,Photovoltaic,0.34,1800,Annandale,Queensland,5,2012/11/07 00:00:00+00,,{5E823E2C-9000-4770-B4A4-E3108CA4781B},146.80106169,-19.30784786
152.790174645,-25.318386007,433,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Fraser Coast Community Solar Farm,Operational,Wide Bay Water Corporation,Solar Photovoltaic,Solar,Photovoltaic,0.4,1584,Nikenbah,Queensland,3,2016/05/04 00:00:00+00,Located on Hebblewhite Farm near Nikenbah.  Could not see on imagery,{36F56A83-F7BF-406A-BEEB-0E5F666F3AED},152.79017465,-25.31838601
153.367124215,-28.0062616069999,434,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Metricon (Gold Coast) Stadium Solar Array,Operational,Metricon Stadium,Solar Photovoltaic,Solar,Photovoltaic,0.22,574,Carrara,Queensland,5,2012/11/07 00:00:00+00,"Panels form a halo on roof of stadium; stadium also called Carrara Stadium",{46CFAE33-114C-452A-8BDB-ED2D69876B97},153.36712422,-28.00626161
113.674126531,-24.897015825,435,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Carnarvon Solar Farm,Operational,EMC Solar,Solar Photovoltaic,Solar,Photovoltaic,0.29,,Massey Bay,Western Australia,4,2012/11/05 00:00:00+00,,{91F8C6F8-1758-4490-BF40-FDAA05D0DF14},113.67412653,-24.89701583
151.72745798,-32.883460363,436,Power Station,A facility used for the generation of electrical power for distribution,Renewable,CSIRO Energy Centre,Operational,CSIRO,Solar Thermal,Solar,Thermal,1.5,,Mayfield West,New South Wales,5,2012/11/05 00:00:00+00,"This is a research/demonstration centre for renewable energy technology.  Site has two concentrating solar thermal tower arrays  (1MW and 500kw), 115",{A312434C-FC29-4378-AE0F-06AD8A6A2A29},151.72745798,-32.88346036
151.053821584,-33.8412794019999,437,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Newington Solar Suburb,Operational,Pacific Power,Solar Photovoltaic,Solar,Photovoltaic,0.67,,Newington,New South Wales,5,2012/11/05 00:00:00+00,"Suburb powered by solar, panels on all house roofs",{3D06D2B6-FE72-4A06-ACEC-D400F46DAE76},151.05382158,-33.8412794
151.181214276,-32.592371812,438,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Singleton Solar Farm,Operational,Ausgrid,Solar Photovoltaic,Solar,Photovoltaic,0.39,3500,Whittingham,New South Wales,4,2012/11/05 00:00:00+00,,{609377AF-6EE2-47BB-BF9A-B119B3F1A08A},151.18121428,-32.59237181
151.133155859,-33.96516184,439,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Kogarah Town Square Solar Array,Operational,Kogarah Council,Solar Photovoltaic,Solar,Photovoltaic,0.16,,Kogarah,New South Wales,5,2012/11/05 00:00:00+00,Panels bonded to the roofs of the town square buildings,{60874C11-2179-4041-8532-4BA12F94A3F4},151.13315586,-33.96516184
151.064044715,-33.845165376,440,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Stadium Australia,Operational,,Solar Photovoltaic,Solar,Photovoltaic,0.14,,Sydney Olympic Park,New South Wales,4,2012/11/05 00:00:00+00,"I think these are the panels powering the light towers, stadium also called ANZ Stadium",{07D3B881-E47E-4B73-AF52-479CC238598B},151.06404472,-33.84516538
140.805702635,-37.838831919,441,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Mt Gambier,Operational,Carter Holt Harvey Wood Products Australia Pty Limited,Cogeneration,Biomass,Wood Waste,10,,Mount Gambier,South Australia,4,2013/01/14 00:00:00+00,Point placed on feature that looks like power station within the Carter Holt Harvey site,{47B91161-0BC4-45BB-A49A-B62A04C08356},140.80570264,-37.83883192
117.191591574,-32.952104488,442,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Narrogin Bioenergy Plant,Operational,"Verve Energy, Western Power, Oil Mallee Co, Enecon Pty Ltd",Cogeneration,Biomass,Wood Waste,1,,Narrogin Valley,Western Australia,5,2013/01/14 00:00:00+00,Demonstration power station,{45AA74CE-DDBE-43B1-BBFD-DE0FDDAB57B7},117.19159157,-32.95210449
153.115800585,-27.440500678,443,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Visy Paper Gibson Island,Operational,Visy Pulp and Paper,Cogeneration,Biomass,Black Liquor,2,1,Murarrie,Queensland,5,2012/09/11 00:00:00+00,,{BB752671-3830-4946-8D22-07E55A3DF29A},153.11580059,-27.44050068
139.49056118,-20.777585565,444,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Mica Creek,Operational,Stanwell Corporation,Combined Cycle Gas Turbine,Natural Gas,,325,10,Mount Isa,Queensland,5,2013/03/25 00:00:00+00,,{9D5E66EF-F4E8-4049-AEA7-614C77D77FAD},139.49056118,-20.77758557
138.619764395,-31.523378935,445,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Wilpena Solar Farm,Operational,AGL,Solar Photovoltaic,Solar,Photovoltaic,145,1260,Willow Springs,South Australia,4,2016/04/29 00:00:00+00,Solar farm is backed up by diesel generator,{A096C94F-4968-4863-BC16-B407F789DB8F},138.6197644,-31.52337894
142.252098907,-34.415406495,446,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Karadoc Solar Farm,Operational,BayWa,Solar Photovoltaic,Solar,,112,,Iraak,Victoria,4,2020/03/17 00:00:00+00,Visible on Google Earth/ opened march 2019,{AD0CB860-E876-4E98-98D5-B70BAC8C0FDD},142.25209891,-34.4154065
143.891970494,-39.9387720029999,447,Power Station,A facility used for the generation of electrical power for distribution,Renewable,King Island (Currie),Operational,Hydro Tasmania,,Distillate,Wind/Solar,8.55,9,Nugara,Tasmania,5,2016/04/15 00:00:00+00,Combined Distillate/Wind/solar power station,{E5A8FA9F-9060-4CA9-9869-F66CD57B0EF7},143.89197049,-39.938772
118.724531483,-23.1546349669999,448,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,West Angelas Mine,Operational,Rio Tinto,Open Cycle,Gas,,86,2,Newman,Western Australia,5,2012/09/11 00:00:00+00,,{D4B8CF52-2FCE-41F5-881F-75CD0EC711F7},118.72453148,-23.15463497
140.915775234,-21.86011977,449,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Cannington Mine,Operational,BHP Billiton,Reciprocating Engine,Natural Gas,Distillate,40,22,McKinlay,Queensland,4,2012/09/11 00:00:00+00,,{AA9CEC01-0A09-4FC5-B149-90802897FB01},140.91577523,-21.86011977
138.729950688,-33.3949466679999,450,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Hallett 1 Brown Hill  Wind Farm,Operational,AGL Energy Pty Ltd,Wind Turbine,Wind,,94.5,45,Canowie,South Australia,3,2012/09/13 00:00:00+00,,{EDD43459-DBFF-40AC-917C-CF6AD33D6F35},138.72995069,-33.39494667
138.79283883,-33.3855327269999,451,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Hallet 5 - The Bluff,Operational,AGL Energy Pty Ltd,Wind Turbine,Wind,,52.5,45,Hallett,South Australia,3,2016/05/11 00:00:00+00,,{B6BF7AFD-9C2E-477B-9222-5EAC2CBF6429},138.79283883,-33.38553273
138.857957846,-33.571654591,452,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Hallett 2 Hallet Hill  Wind Farm,Operational,ANZ Energy Infrastructure Trust,Wind Turbine,Wind,,71.4,34,Booborowie,South Australia,3,2012/09/13 00:00:00+00,,{A5D95421-D3FD-4B7E-801F-87F21DC8D468},138.85795785,-33.57165459
138.118451349,-33.830150429,453,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Snowtown Wind Farm South,Operational,Tilt Renewables,Wind Turbine,Wind,,126,47,Barunga Gap,South Australia,5,2016/05/11 00:00:00+00,,{0090FAB0-690A-4777-90DD-BA0CD401609D},138.11845135,-33.83015043
116.159025593,-21.0766926749999,454,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Cape Preston,Operational,Citic Pacific Mining,Combined Cycle,Natural Gas,,450,16,Mardie,Western Australia,5,2012/09/11 00:00:00+00,,{00F2828E-C563-456A-B237-D891B0DB5D15},116.15902559,-21.07669267
117.957033939,-22.146917983,455,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Solomon Iron Ore Mine,Operational,,Gas Turbine,Natural Gas,,125,,Chichester,Western Australia,2,2016/05/23 00:00:00+00,Position estimated from documentation,{EF014C80-E518-41F3-AA01-1D8070A8F1FD},117.95703394,-22.14691798
139.483275317,-20.7837359829999,456,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Diamantina,Operational,APA Group and AGL Energy Ltd,Combined Cycle Gas Turbine,Natural Gas,,242,6,Mount Isa,Queensland,5,2016/05/04 00:00:00+00,,{3CD4B50F-DAE9-485F-B47E-463986DB69BA},139.48327532,-20.78373598
139.486427391,-20.783453623,457,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Leichhardt,Operational,APA Group and AGL Energy Ltd,Combined Cycle Gas Turbine,Natural Gas,,60,1,Mount Isa,Queensland,5,2016/05/04 00:00:00+00,,{707EF74B-41AD-40E0-9784-48FFDCBED552},139.48642739,-20.78345362
153.136291823,-27.403567009,458,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Bulwer Island,Operational,ATCO and Origin Energy,Cogeneration,Natural Gas,,33,3,Pinkenba,Queensland,5,2012/09/11 00:00:00+00,,{2EC3F476-ACBA-49C1-8322-3CA69C90D251},153.13629182,-27.40356701
117.14074113,-20.6487571179999,459,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Cape Lambert,Operational,Rio Tinto Australia Pty Ltd,,Natural Gas,Distillate,105,3,Wickham,Western Australia,5,2016/05/23 00:00:00+00,,{F51596AC-7FB7-43B0-8455-431CB0A9D2D9},117.14074113,-20.64875712
132.131379448,-26.277946855,460,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Ernabella,Operational,Ananga Pitjantjatjara Council,,Distillate,,0.01,4,Pukatja,South Australia,5,2012/11/05 00:00:00+00,"Research suggests that Ernabella generates its power from diesel, not solar array. It seems to have partly drawn power previously from Umuwa solar far",{F75A388F-1136-48CF-BABA-A3C6FF43942D},132.13137945,-26.27794686
132.014665278,-26.473542133,461,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Umuwa,Non-Operational,Silex Systems,Solar Photovoltaic,Solar,Photovoltaic,0.35,10,Anangu Pitjantjatjara Yankunytjatjara,South Australia,5,2016/04/29 00:00:00+00,There are 10 solar dishes.  ABC News 25 July 2011 reported that the system is no longer functioning,{50181F37-BB09-4D13-B016-F966117D0395},132.01466528,-26.47354213
131.793154269,-22.242576824,462,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Yuendumu,Operational,Power and Water Corporation,Solar Photovoltaic,Solar,Photovoltaic,0.24,10,Yuendumu,Northern Territory,5,2014/07/01 00:00:00+00,"Verified from Solar Systems website fact sheet; 10x concentrator dish systems",{87E29D50-56DA-415E-8146-6C66502B78F2},131.79315427,-22.24257682
130.629498336,-18.326489829,463,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lajamanu,Operational,Power and Water Corporation,Solar Photovoltaic,Solar,Photovoltaic,0.29,12,Lajamanu,Northern Territory,5,2014/07/01 00:00:00+00,Verified from Solar Systems website. It is an integrated diesel/solar power generation system. There are 12x CS500 dishes & the solar farm has a close,{2BD59261-5699-446D-B969-A11606819F07},130.62949834,-18.32648983
142.660768842,-25.4126510309999,464,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Windorah,Operational,Ergon Energy,Solar Photovoltaic,Solar,Photovoltaic,0.13,5,Windorah,Queensland,5,2014/07/01 00:00:00+00,Verified from Ergon Energy website fact sheet. Concentrated solar dishes x5,{15CA23B9-AC18-4F32-9F5E-360A3A62373A},142.66076884,-25.41265103
133.879462228,-23.7149538529999,465,Power Station,A facility used for the generation of electrical power for distribution,Renewable,DoubleTree by Hilton Hotel,Operational,DoubleTree by Hilton Hotel (was Alice Springs Crowne Plaza),Solar Photovoltaic,Solar,Photovoltaic,0.3,1326,Desert Springs,Northern Territory,5,2014/07/01 00:00:00+00,"Formerly Crowne Plaza Alice Springs Hotel. Roof mounted flat panel solar PV system (1326 panels), see www.dkasolarcentre.com.au",{8FFC162D-6E0B-480E-8F7F-B36E534E8D38},133.87946223,-23.71495385
133.897129126,-23.7965560759999,466,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Alice Springs Airport,Operational,Alice Springs Airport,Solar Photovoltaic,Solar,Photovoltaic,0.24,28,Connellan,Northern Territory,5,2014/07/01 00:00:00+00,"Location photo on www.alicesolarcity.com.au/sites/default/files/Ingenero pdf document; site confirmed Google Earth image 16 March 2013, see also Alice",{DC572687-A812-4405-9B66-2ED85683DF10},133.89712913,-23.79655608
133.868218482,-23.7685036359999,467,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Uterne Solar,Operational,Epuron,Solar Photovoltaic,Solar,Photovoltaic,1,3048,Arumbera,Northern Territory,5,2014/07/01 00:00:00+00,NT Power and Water Corporation News item states that solar panels are SunPower mono-crystalline panels,{313E58C1-4343-4C08-B518-8C1B394D4370},133.86821848,-23.76850364
132.771936643,-23.9373508049999,468,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Hermannsburg,Operational,Solar Systems,Solar Photovoltaic,Solar,Photovoltaic,0.19,8,Hermannsburg,Northern Territory,5,2014/07/01 00:00:00+00,,{2A0C4501-9568-48BB-858B-85FBDF89A56C},132.77193664,-23.9373508
143.785479084,-37.514358123,469,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Ballarat Solar Park,Operational,Central Victoria Solar City Consortium,Solar Photovoltaic,Solar,Photovoltaic,0.3,2000,Mitchell Park,Victoria,5,2014/07/01 00:00:00+00,"Solar Park is at Ballarat Airport, visible Google Earth image 7 November 2011",{2DEFAAF6-B785-4637-94B8-0EA42374D984},143.78547908,-37.51435812
150.979465939,-32.37490715,470,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Liddell Solar Thermal,Operational,Macquarie Generation,Solar Thermal,Solar,Thermal,9.3,1000,Muswellbrook,New South Wales,5,2014/07/01 00:00:00+00,"Macquarie Generation website verifies/updates data; the Solar Thermal Station was built in 2 stages (stage 2 operational 2012). Each solar mirror pane",{68F0D7F1-3869-4F11-ACB2-953B520C4103},150.97946594,-32.37490715
115.11194806,-28.904304698,471,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Greenough River Solar Farm,Operational,Verve Energy/GE Energy Financial Services JV,Solar Photovoltaic,Solar,Photovoltaic,10,,Ellendale,Western Australia,5,2014/07/01 00:00:00+00,"Data verified from Greenough Solar Farm website. There are 150,000 PV modules installed. Expansion from 10MW up to eventual 40MW capacity has been pla",{2F62EA0F-D4E3-44D2-ADCD-277FF6DCF79D},115.11194806,-28.9043047
114.959898429,-28.991791523,472,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Mumbida Wind Farm,Operational,Verve Energy Pty Ltd,Wind Turbine,Wind,,55,22,Burma Road,Western Australia,5,2014/07/03 00:00:00+00,,{FF3E09B5-402F-4C98-AC80-9A79ED45A442},114.95989843,-28.99179152
147.085358228,-31.55272731,473,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Nyngan Solar Plant,Operational,AGL Energy,Solar Photovoltaic,Solar,Photovoltaic,102,,Nyngan,New South Wales,5,2016/02/24 00:00:00+00,,{16E02EE4-F684-4155-BF5B-7A160966267F},147.08535823,-31.55272731
129.536852341,-14.260171133,474,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Wadeye,Operational,NT Government,Reciprocating Engine,Natural Gas,Distillate,6.8,4,Thamarrurr,Northern Territory,4,2016/11/30 00:00:00+00,Fuelled via the Bobaparte Gas Pipeline,{EBC632A8-E222-4A07-9123-F086E079850A},129.53685234,-14.26017113
146.56481916,-38.1797256899999,475,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Traralgon Network Support Station,Operational,Nova Power,Spark Ignition Reciprocating Engine,Biogas,,10,,Traralgon East,Victoria,5,2016/05/11 00:00:00+00,,{40908A3C-C616-4A42-A8FD-84B8253C4E4A},146.56481916,-38.17972569
149.484120015,-34.690362239,476,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Gullen Range Wind Farm,Operational,JingNeng,Wind Turbine,Wind,,166,73,Gurrundah,New South Wales,5,2016/05/11 00:00:00+00,,{9EE5D85A-39EE-4495-B9B7-C4BE989F8610},149.48412002,-34.69036224
140.405798415,-37.781532339,477,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lake Bonney Stage 1 Wind Farm,Operational,Infigen Energy Pty Ltd,Wind Turbine,Wind,,80.5,46,German Flat,South Australia,3,2016/04/29 00:00:00+00,,{B81D91B9-D7A0-44DB-9A27-639485601CB1},140.40579842,-37.78153234
140.393035913,-37.7504828859999,478,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lake Bonney Stage 3 Wind Farm,Operational,Infigen Energy Pty Ltd,Wind Turbine,Wind,,39,13,German Flat,South Australia,4,2016/04/29 00:00:00+00,,{CF9AF63A-207D-4205-B3D8-3E7FECD407B3},140.39303591,-37.75048289
149.143479695,-35.489670775,479,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Royalla Solar Farm,Operational,Abdul Latif Jameel Energy and Environment Services,Solar Photovoltaic,Solar,Photovoltaic,20,,ACT Remainder - Tuggeranong,Australian Capital Territory,5,2019/05/06 00:00:00+00,,{F3E3C0F4-44E9-4058-A533-7C13DEE5EF7F},149.1434797,-35.48967078
130.47902279,-15.656167098,480,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Timber Creek,Operational,NT Government,,Diesel,,1,,Timber Creek,Northern Territory,5,2016/05/18 00:00:00+00,,{13FD3BD3-4270-416A-BD6F-C5AC91051746},130.47902279,-15.6561671
133.375862962,-16.2696207449999,481,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Daly Waters,Operational,Territory Generation,Solar Photovoltaic,Solar,Photovoltaic,0.2,,Daly Waters,Northern Territory,5,2016/05/18 00:00:00+00,Has both PV and Diesel generation,{7DFAC1EC-2E21-4061-9966-9B643ABFF948},133.37586296,-16.26962074
133.539305128,-17.5503537459999,482,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Elliott,Operational,Territory Generation,,Diesel,,1,,Elliott,Northern Territory,5,2016/05/18 00:00:00+00,No details available as of 30/11/2016,{3F47676C-5C90-472D-B1D2-3FD1AE173ADC},133.53930513,-17.55035375
133.414635562,-22.124217969,483,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Ti-Tree,Operational,Territory Generation,Solar Photovoltaic,Solar,Photovoltaic,0.3,,Ti Tree,Northern Territory,5,2016/05/18 00:00:00+00,,{46523C5F-E8A1-45F7-9ECD-6226E8067B47},133.41463556,-22.12421797
119.947196562,-22.4812241569999,484,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Roy Hill,Operational,Alinta Energy,Spark Ignition Reciprocating Engine,Distillate,,6,,Newman,Western Australia,5,2016/05/23 00:00:00+00,,{04D3ED11-7B5B-4B22-81BA-325B25A37432},119.94719656,-22.48122416
149.860742161,-29.5723914449999,485,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Moree,Operational,FRV-Fotowatio Renewable Ventures,Solar Photovoltaic,Solar,Photovoltaic,60,,Moree,New South Wales,3,2016/11/25 00:00:00+00,,{E7BEC758-65BC-4492-82A1-EBC92B8E41C6},149.86074216,-29.57239144
149.459748913,-34.614903937,486,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Gullen Range Wind Farm,Operational,Tianrun Australia,Wind Turbine,Wind,,165.5,73,Bannister,New South Wales,3,2016/11/24 00:00:00+00,,{370AF3B1-08FA-4689-B747-84C7C83112F8},149.45974891,-34.61490394
142.466044978,-37.8353677969999,487,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Mortons Lane Wind Farm,Operational,China Guangdong Nuclear Wind Energy Company,Wind Turbine,Wind,,20,13,Woodhouse,Victoria,3,2016/11/24 00:00:00+00,,{3A3866BA-8F36-4A10-9374-7C7CCDBE2AD4},142.46604498,-37.8353678
149.134415686,-21.16343803,488,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Racecourse Mill,Operational,Mackay Sugar Limited,Steam Subcritical,Biomass,,3.5,1,Racecourse,Queensland,3,2016/12/14 00:00:00+00,,{C1E30C9B-9E52-4DE9-B035-03A4F06D93BD},149.13441569,-21.16343803
143.079436879,-37.238504854,489,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Ararat Wind Farm,Operational,Renewable Energy Systems Ltd,Wind Turbine,Wind,,240,75,Ararat,Victoria,4,2017/07/14 00:00:00+00,,{6EE057EB-8EDF-4F87-8FBD-55AAAF7A25B1},143.07943688,-37.23850485
138.556223729,-33.042825512,490,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Hornsdale Wind Farm,Non-Operational,Neoen,Wind Turbine,Wind,,310,99,Hornsdale,South Australia,2,2017/07/18 00:00:00+00,,{982273BB-7F45-43BA-AB21-7F3E5BED34E5},138.55622373,-33.04282551
136.307953371,-16.05407737,491,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Borroloola Community,Operational,Power and Water Corporation,,Fossil,,,,Borroloola,Northern Territory,5,2017/07/18 00:00:00+00,,{3C2CDE4A-4C6A-41ED-851B-4A92A36C0917},136.30795337,-16.05407737
136.687247323,-12.1889249879999,492,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Nhulunbuy,Operational,Rio Tinto,,Diesel,,24,,Nhulunbuy,Northern Territory,1,2017/07/19 00:00:00+00,ZLocation unknown. Placed point at site of old steam powered generator.,{A143B8E4-974A-4AA5-A30F-569463051EB5},136.68724732,-12.18892499
136.420881382,-13.858397488,493,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Angurugu,Operational,BHP,,Diesel,,3.6,3,Alyangula,Northern Territory,5,2017/07/18 00:00:00+00,,{C3CB2502-29D6-4734-9FF0-69346762BE9C},136.42088138,-13.85839749
132.920904892,-12.6828886719999,494,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Ranger Mine,Operational,Energy Resources Australia,,,,30,,Kakadu,Northern Territory,2,2017/07/18 00:00:00+00,,{17E1F30D-50C0-4DBE-AC89-4D3BE69293AF},132.92090489,-12.68288867
149.14599886,-35.3988933869999,495,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Mugga Lane Solar Park,Operational,Maoneng Australia,Solar Photovoltaic,Solar,Photovoltaic,13,,ACT Remainder - Tuggeranong,Australian Capital Territory,5,2019/05/06 00:00:00+00,,{51E2652A-F1EA-4169-B1F0-E723CE8A2602},149.14599886,-35.39889339
147.048288602,-19.732959319,496,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Haughton River Solar Farm,Operational,SPIC,Solar Photovoltaic,Solar,,500,,Upper Haughton,Queensland,1,2020/03/17 00:00:00+00,Location not visible on imagery . Position approximate estimated fromhttp://www.pacifichydro.com.au/files/2019/10/Haughton-Solar-Farm-Project-Information-Oct-2019.pdf,{AA162900-0390-4E7C-924D-A8CFD1997BE9},147.0482886,-19.73295932
147.807446019,-20.5410665539999,497,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Collinsville Solar Farm,Operational,RATCH Australia Corporation Limited,Solar Photovoltaic,Solar,Photovoltaic,42,,Collinsville,Queensland,5,2020/03/17 00:00:00+00,,{6C99E17E-2D84-4C6B-B1AA-9892B8DD4503},147.80744602,-20.54106655
147.770667906,-20.494724694,498,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Daydream Solar Farm,Operational,Edify Energy,Solar Photovoltaic,Solar,Photovoltaic,50,,Springlands,Queensland,5,2020/03/17 00:00:00+00,visible on Basemap,{E9FA92CE-A7D6-4FAF-996F-B7C1EA09B34E},147.77066791,-20.49472469
150.894163837,-27.116848907,499,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Darling Downs Solar Farm,Operational,APA Group,,,,110,,Kogan,Queensland,5,2020/03/17 00:00:00+00,Point already exists in Substations layer / need to delete from there,{EF8BFC76-F1D4-47F2-9F1E-820FA759EDCD},150.89416384,-27.11684891
150.894163837,-27.116848907,500,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Darling Downs,Operational,Origin Energy,Combined Cycle Gas Turbine,Natural Gas,Coal Seam Gas,644,4,Kogan,Queensland,3,2012/09/13 00:00:00+00,"Generating Units 1x280, 3x121",{AA1C5DE7-15ED-4BA2-B919-B7045628CE4D},150.89416384,-27.11684891
147.21054941,-19.839757258,501,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Clare Solar Farm,Operational,FRV-Fotowatio Renewable Ventures,Solar Photovoltaic,Solar,Photovoltaic,130,,Clare,Queensland,5,2020/03/17 00:00:00+00,,{1EC95DA2-2F4C-42A0-B7DE-DDAF3B86C981},147.21054941,-19.83975726
147.918772405,-22.140456177,502,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Rugby Run Solar Farm,Operational,Adani Renewables,Solar Photovoltaic,Solar,,65,,Moranbah,Queensland,5,2020/03/17 00:00:00+00,"Visible on Basemap at 1:6,128",{94F64ADF-05C2-4E02-B095-2E47A1E3D8F7},147.91877241,-22.14045618
148.439007809,-23.0874598529999,503,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lilydale Solar Farm,Operational,FRV Fotowatio Renewable Ventures,Solar,Solar,,100,,Lilyvale (Central Highlands),Queensland,5,2020/03/17 00:00:00+00,Visible on Esri World Imagery/ Substation point already in there,{F029FB30-A622-4695-A3EA-B4AA77E6F7F1},148.43900781,-23.08745985
147.585530484,-22.844630852,504,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Clermont Solar Farm,Operational,,,,,100,,Clermont,Queensland,4,2020/03/17 00:00:00+00,Visible on  GoogleEarth,{8F98BCDE-9368-4807-BFD9-66C01314E082},147.58553048,-22.84463085
